codigo, titulo                      , secao              , grupo  , tipo
FWC00 , Logotipo da Panini          , FIFA World Cup 2026,        , Especial
FWC1  , Emblema Oficial (Parte 1)   , FIFA World Cup 2026,        , Especial
FWC2  , Emblema Oficial (Parte 2)   , FIFA World Cup 2026,        , Especial
FWC3  , Mascotes Oficiais           , FIFA World Cup 2026,        , Especial
FWC4  , Slogan Oficial              , FIFA World Cup 2026,        , Especial
FWC5  , Bola Oficial                , FIFA World Cup 2026,        , Especial
FWC6  , Escudo do Canada (Pais-Sede), FIFA World Cup 2026,        , Especial
FWC7  , Escudo do Mexico (Pais-Sede), FIFA World Cup 2026,        , Especial
FWC8  , Escudo dos EUA (Pais-Sede)  , FIFA World Cup 2026,        , Especial
FWC9  , Italia 1934                 , FIFA World Cup 2026,        , Especial
FWC10 , Uruguai 1950                , FIFA World Cup 2026,        , Especial
FWC11 , Alemanha 1954               , FIFA World Cup 2026,        , Especial
FWC12 , Brasil 1962                 , FIFA World Cup 2026,        , Especial
FWC13 , Alemanha 1974               , FIFA World Cup 2026,        , Especial
FWC14 , Argentina 1986              , FIFA World Cup 2026,        , Especial
FWC15 , Brasil 1994                 , FIFA World Cup 2026,        , Especial
FWC16 , Brasil 2002                 , FIFA World Cup 2026,        , Especial
FWC17 , Italia 2006                 , FIFA World Cup 2026,        , Especial
FWC18 , Alemanha 2014               , FIFA World Cup 2026,        , Especial
FWC19 , Argentina 2022              , FIFA World Cup 2026,        , Especial
MEX1  , Escudo                      , Mexico             , Grupo A, Especial
MEX2  , Luis Malagon                , Mexico             , Grupo A, Comum
MEX3  , Johan Vasquez               , Mexico             , Grupo A, Comum
MEX4  , Jorge Sanchez               , Mexico             , Grupo A, Comum
MEX5  , Cesar Montes                , Mexico             , Grupo A, Comum
MEX6  , Jesus Gallardo              , Mexico             , Grupo A, Comum
MEX7  , Israel Reyes                , Mexico             , Grupo A, Comum
MEX8  , Diego Lainez                , Mexico             , Grupo A, Comum
MEX9  , Carlos Rodriguez            , Mexico             , Grupo A, Comum
MEX10 , Edson Alvarez               , Mexico             , Grupo A, Comum
MEX11 , Orbelin Pineda              , Mexico             , Grupo A, Comum
MEX12 , Marcel Ruiz                 , Mexico             , Grupo A, Comum
MEX13 , Foto da Equipe              , Mexico             , Grupo A, Comum
MEX14 , Erick Sanchez               , Mexico             , Grupo A, Comum
MEX15 , Hirving Lozano              , Mexico             , Grupo A, Comum
MEX16 , Santiago Gimenez            , Mexico             , Grupo A, Comum
MEX17 , Raul Jimenez                , Mexico             , Grupo A, Comum
MEX18 , Alexis Vega                 , Mexico             , Grupo A, Comum
MEX19 , Roberto Alvarado            , Mexico             , Grupo A, Comum
MEX20 , Cesar Huerta                , Mexico             , Grupo A, Comum
RSA1  , Escudo                      , Africa do Sul      , Grupo A, Especial
RSA2  , Ronwen Williams             , Africa do Sul      , Grupo A, Comum
RSA3  , Sipho Chaine                , Africa do Sul      , Grupo A, Comum
RSA4  , Aubrey Modiba               , Africa do Sul      , Grupo A, Comum
RSA5  , Samukele Kabini             , Africa do Sul      , Grupo A, Comum
RSA6  , Mbekezeli Mbokazi           , Africa do Sul      , Grupo A, Comum
RSA7  , Khulumani Ndamane           , Africa do Sul      , Grupo A, Comum
RSA8  , Siyabonga Ngezana           , Africa do Sul      , Grupo A, Comum
RSA9  , Khuliso Mudau               , Africa do Sul      , Grupo A, Comum
RSA10 , Nkosinathi Sibisi           , Africa do Sul      , Grupo A, Comum
RSA11 , Teboho Mokoena              , Africa do Sul      , Grupo A, Comum
RSA12 , Thalente Mbatha             , Africa do Sul      , Grupo A, Comum
RSA13 , Foto da Equipe              , Africa do Sul      , Grupo A, Comum
RSA14 , Bathasi Aubaas              , Africa do Sul      , Grupo A, Comum
RSA15 , Yaya Sithole                , Africa do Sul      , Grupo A, Comum
RSA16 , Sipho Mbule                 , Africa do Sul      , Grupo A, Comum
RSA17 , Lyle Foster                 , Africa do Sul      , Grupo A, Comum
RSA18 , Iqraam Rayners              , Africa do Sul      , Grupo A, Comum
RSA19 , Mohau Nkota                 , Africa do Sul      , Grupo A, Comum
RSA20 , Oswin Appollis              , Africa do Sul      , Grupo A, Comum
KOR1  , Escudo                      , Coreia do Sul      , Grupo A, Especial
KOR2  , Hyeon-woo Jo                , Coreia do Sul      , Grupo A, Comum
KOR3  , Seung-Gyu Kim               , Coreia do Sul      , Grupo A, Comum
KOR4  , Min-jae Kim                 , Coreia do Sul      , Grupo A, Comum
KOR5  , Yu-min Cho                  , Coreia do Sul      , Grupo A, Comum
KOR6  , Young-woo Seol              , Coreia do Sul      , Grupo A, Comum
KOR7  , Han-beom Lee                , Coreia do Sul      , Grupo A, Comum
KOR8  , Tae-seok Lee                , Coreia do Sul      , Grupo A, Comum
KOR9  , Myung-jae Lee               , Coreia do Sul      , Grupo A, Comum
KOR10 , Jae-sung Lee                , Coreia do Sul      , Grupo A, Comum
KOR11 , In-beom Hwang               , Coreia do Sul      , Grupo A, Comum
KOR12 , Kang-in Lee                 , Coreia do Sul      , Grupo A, Comum
KOR13 , Foto da Equipe              , Coreia do Sul      , Grupo A, Comum
KOR14 , Seung-ho Paik               , Coreia do Sul      , Grupo A, Comum
KOR15 , Jens Castrop                , Coreia do Sul      , Grupo A, Comum
KOR16 , Dongg-yeong Lee             , Coreia do Sul      , Grupo A, Comum
KOR17 , Gue-sung Cho                , Coreia do Sul      , Grupo A, Comum
KOR18 , Heung-min Son               , Coreia do Sul      , Grupo A, Comum
KOR19 , Hee-chan Hwang              , Coreia do Sul      , Grupo A, Comum
KOR20 , Hyeon-Gyu Oh                , Coreia do Sul      , Grupo A, Comum
CZE1  , Escudo                      , Republica Tcheca   , Grupo A, Especial
CZE2  , Matej Kovar                 , Republica Tcheca   , Grupo A, Comum
CZE3  , Jindrich Stanek             , Republica Tcheca   , Grupo A, Comum
CZE4  , Ladislav Krejci             , Republica Tcheca   , Grupo A, Comum
CZE5  , Vladimir Coufal             , Republica Tcheca   , Grupo A, Comum
CZE6  , Jaroslav Zeleny             , Republica Tcheca   , Grupo A, Comum
CZE7  , Tomas Holes                 , Republica Tcheca   , Grupo A, Comum
CZE8  , David Zima                  , Republica Tcheca   , Grupo A, Comum
CZE9  , Michal Sadilek              , Republica Tcheca   , Grupo A, Comum
CZE10 , Lukas Provod                , Republica Tcheca   , Grupo A, Comum
CZE11 , Lukas Cerv                  , Republica Tcheca   , Grupo A, Comum
CZE12 , Tomas Soucek                , Republica Tcheca   , Grupo A, Comum
CZE13 , Foto da Equipe              , Republica Tcheca   , Grupo A, Comum
CZE14 , Pavel Sulc                  , Republica Tcheca   , Grupo A, Comum
CZE15 , Matej Vydra                 , Republica Tcheca   , Grupo A, Comum
CZE16 , Vasil Kusej                 , Republica Tcheca   , Grupo A, Comum
CZE17 , Tomas Chory                 , Republica Tcheca   , Grupo A, Comum
CZE18 , Vacilav Cerny               , Republica Tcheca   , Grupo A, Comum
CZE19 , Adam Hlozek                 , Republica Tcheca   , Grupo A, Comum
CZE20 , Patrik Schick               , Republica Tcheca   , Grupo A, Comum
CAN1  , Escudo                      , Canada             , Grupo B, Especial
CAN2  , Dayne St.Clair              , Canada             , Grupo B, Comum
CAN3  , Alphonso Davies             , Canada             , Grupo B, Comum
CAN4  , Alistair Johnston           , Canada             , Grupo B, Comum
CAN5  , Samuel Adekugbe             , Canada             , Grupo B, Comum
CAN6  , Riche Larvea                , Canada             , Grupo B, Comum
CAN7  , Derek Cornelius             , Canada             , Grupo B, Comum
CAN8  , Moise Bombito               , Canada             , Grupo B, Comum
CAN9  , Kamal Miller                , Canada             , Grupo B, Comum
CAN10 , Stephen Eustaquio           , Canada             , Grupo B, Comum
CAN11 , Ismael Kone                 , Canada             , Grupo B, Comum
CAN12 , Jonathan Osorio             , Canada             , Grupo B, Comum
CAN13 , Foto da Equipe              , Canada             , Grupo B, Comum
CAN14 , Jacob Shaffelburg           , Canada             , Grupo B, Comum
CAN15 , Mathieu Choiniere           , Canada             , Grupo B, Comum
CAN16 , Niko Sigur                  , Canada             , Grupo B, Comum
CAN17 , Tajon Buchanan              , Canada             , Grupo B, Comum
CAN18 , Liam Millar                 , Canada             , Grupo B, Comum
CAN19 , Cyle Larin                  , Canada             , Grupo B, Comum
CAN20 , Jonathan David              , Canada             , Grupo B, Comum
BIH1  , Escudo                      , Bosnia             , Grupo B, Especial
BIH2  , Nikola Vasilj               , Bosnia             , Grupo B, Comum
BIH3  , Amer Dedic                  , Bosnia             , Grupo B, Comum
BIH4  , Sead Kolasinac              , Bosnia             , Grupo B, Comum
BIH5  , Tarik Muharemovic           , Bosnia             , Grupo B, Comum
BIH6  , Nihad Mujakic               , Bosnia             , Grupo B, Comum
BIH7  , Nikola Katic                , Bosnia             , Grupo B, Comum
BIH8  , Amir Hadziahmetovic         , Bosnia             , Grupo B, Comum
BIH9  , Benjamin Tahirovic          , Bosnia             , Grupo B, Comum
BIH10 , Armin Gigovic               , Bosnia             , Grupo B, Comum
BIH11 , Ivan Sunjic                 , Bosnia             , Grupo B, Comum
BIH12 , Ivan Basic                  , Bosnia             , Grupo B, Comum
BIH13 , Foto da Equipe              , Bosnia             , Grupo B, Comum
BIH14 , Dzenis Burnic               , Bosnia             , Grupo B, Comum
BIH15 , Esmir Bajraktarevic         , Bosnia             , Grupo B, Comum
BIH16 , Amar Memic                  , Bosnia             , Grupo B, Comum
BIH17 , Ermedin Demirovic           , Bosnia             , Grupo B, Comum
BIH18 , Edin Dzeko                  , Bosnia             , Grupo B, Comum
BIH19 , Samed Bazdar                , Bosnia             , Grupo B, Comum
BIH20 , Haris Tabakovic             , Bosnia             , Grupo B, Comum
QAT1  , Escudo                      , Qatar              , Grupo B, Especial
QAT2  , Meshaal Barsham             , Qatar              , Grupo B, Comum
QAT3  , Sultan Albrake              , Qatar              , Grupo B, Comum
QAT4  , Lucas Mendes                , Qatar              , Grupo B, Comum
QAT5  , Homam Ahmed                 , Qatar              , Grupo B, Comum
QAT6  , Boualem Khoukhi             , Qatar              , Grupo B, Comum
QAT7  , Pedro Miguel                , Qatar              , Grupo B, Comum
